id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NSMCE1	6	3.7847e-07	4.1121e-06	0.002275	30	6	-2.211	1.0	1.0	1.0	20448	0	-2.211
CCDC115	6	3.9102e-07	4.1121e-06	0.002275	31	6	-1.8987	1.0	1.0	1.0	20447	0	-1.8987
PDE4DIP	6	3.9432e-07	4.1121e-06	0.002275	32	6	-2.1037	1.0	1.0	1.0	20446	0	-2.1037
GOLGA6A	6	3.948e-07	4.1121e-06	0.002275	33	6	-2.2683	1.0	1.0	1.0	20445	0	-2.2683
SPATA5L1	6	4.0153e-07	4.1121e-06	0.002275	34	5	-2.6177	0.72832	0.7284	1.0	13885	0	-2.6177
CCNA2	6	4.2923e-07	4.1121e-06	0.002275	35	6	-2.0034	1.0	1.0	1.0	20444	0	-2.0034
RNPS1	6	4.3082e-07	4.1121e-06	0.002275	36	6	-1.9586	0.99995	0.99995	1.0	20338	0	-1.9586
MRPL44	6	4.4525e-07	4.5959e-06	0.002475	37	6	-1.8629	1.0	1.0	1.0	20443	0	-1.8629
ST13	6	5.1378e-07	5.0797e-06	0.002666	38	6	-1.6443	0.99996	0.99996	1.0	20346	0	-1.6443
hsa-mir-619	4	5.2431e-07	2.177e-06	0.002275	39	3	-2.221	0.59555	0.59529	1.0	11423	0	-2.221
POLR3A	6	5.5855e-07	5.5634e-06	0.002847	40	6	-2.4082	1.0	1.0	1.0	20441	0	-2.4082
PTPMT1	6	5.714e-07	6.0472e-06	0.00297	41	6	-2.6891	0.99996	0.99996	1.0	20349	0	-2.6891
POLE2	6	5.9257e-07	6.531e-06	0.00297	42	6	-1.666	0.996	0.99604	1.0	19802	0	-1.666
ATP6V0C	6	5.9371e-07	6.531e-06	0.00297	43	6	-2.1913	0.99963	0.99963	1.0	20214	0	-2.1913
RABGGTB	6	5.9669e-07	6.531e-06	0.00297	44	6	-1.8335	1.0	1.0	1.0	20440	0	-1.8335
WASH1	6	5.97e-07	6.531e-06	0.00297	45	5	-2.5429	0.81424	0.81411	1.0	15519	0	-2.5429
RPS24	6	6.2286e-07	7.0148e-06	0.003055	46	5	-2.04	0.77891	0.77901	1.0	14822	0	-2.04
PPP4C	6	6.5667e-07	7.0148e-06	0.003055	47	6	-2.5816	1.0	1.0	1.0	20439	0	-2.5816
ATP2A2	6	7.0995e-07	7.4986e-06	0.003177	48	5	-2.5432	0.9212	0.92131	1.0	17671	0	-2.5432
TRMT112	6	7.2789e-07	7.9823e-06	0.003177	49	6	-1.8005	1.0	1.0	1.0	20438	0	-1.8005
GMPPB	6	7.5337e-07	7.9823e-06	0.003177	50	6	-1.7941	0.99982	0.99981	1.0	20282	0	-1.7941
RPL6	6	7.7678e-07	7.9823e-06	0.003177	51	5	-2.1485	0.97967	0.97984	1.0	19131	0	-2.1485
RPS27	6	8.1854e-07	8.4661e-06	0.003177	52	6	-2.2602	0.98867	0.98875	1.0	19466	0	-2.2602
UTP15	6	8.4572e-07	8.4661e-06	0.003177	53	6	-2.0591	0.9882	0.98828	1.0	19447	0	-2.0591
INO80C	6	8.9725e-07	8.9499e-06	0.003177	54	5	-1.372	0.9439	0.94393	1.0	18168	0	-1.372
RPL23	6	9.132e-07	9.1918e-06	0.003177	55	6	-2.499	0.99997	0.99997	1.0	20360	0	-2.499
ELP5	6	9.2706e-07	9.4337e-06	0.003177	56	6	-2.0565	0.99534	0.9954	1.0	19752	0	-2.0565
RPL34	6	9.6169e-07	9.4337e-06	0.003177	57	6	-2.1323	1.0	1.0	1.0	20437	0	-2.1323
PSMD14	6	1.0351e-06	9.9174e-06	0.003177	58	6	-2.2283	0.99974	0.99974	1.0	20246	0	-2.2283
IMP4	6	1.0888e-06	9.9174e-06	0.003177	59	6	-2.0412	1.0	1.0	1.0	20436	0	-2.0412
DDX18	6	1.1333e-06	9.9174e-06	0.003177	60	6	-2.1745	0.99643	0.99647	1.0	19837	0	-2.1745
RPL3	6	1.2082e-06	9.9174e-06	0.003177	61	6	-2.3713	0.99979	0.99978	1.0	20273	0	-2.3713
ALDOA	6	1.2206e-06	9.9174e-06	0.003177	62	6	-2.2444	0.99875	0.99873	1.0	20070	0	-2.2444
UBL5	6	1.3131e-06	1.0401e-05	0.003177	63	6	-2.3155	0.99997	0.99997	1.0	20359	0	-2.3155
MAD2L2	6	1.3299e-06	1.0401e-05	0.003177	64	5	-2.1022	0.59468	0.59471	1.0	11402	0	-2.1022
RPS26	6	1.3906e-06	1.0401e-05	0.003177	65	6	-2.4861	0.99996	0.99996	1.0	20351	0	-2.4861
PGAM1	6	1.4216e-06	1.0401e-05	0.003177	66	6	-2.0762	1.0	1.0	1.0	20434	0	-2.0762
MRPL40	6	1.4624e-06	1.0885e-05	0.003229	67	6	-1.7423	0.9946	0.99463	1.0	19711	0	-1.7423
WDR74	6	1.5e-06	1.0885e-05	0.003229	68	6	-2.2796	1.0	1.0	1.0	20433	0	-2.2796
RPS18	6	1.5624e-06	1.1853e-05	0.003417	69	6	-2.4581	1.0	1.0	1.0	20432	0	-2.4581
DUT	6	1.5692e-06	1.1853e-05	0.003417	70	6	-2.2379	0.99998	0.99998	1.0	20383	0	-2.2379
POP5	6	1.6277e-06	1.2336e-05	0.003459	71	5	-2.3812	0.84933	0.84927	1.0	16184	0	-2.3812
PSMA6	6	1.7544e-06	1.282e-05	0.003498	72	6	-2.633	0.99977	0.99977	1.0	20262	0	-2.633
RPL11	6	1.7544e-06	1.282e-05	0.003498	73	6	-2.3259	0.99999	1.0	1.0	20417	0	-2.3259
POLG	6	1.8525e-06	1.3304e-05	0.003536	74	6	-2.2841	0.99907	0.99907	1.0	20108	0	-2.2841
SMU1	6	1.866e-06	1.3304e-05	0.003536	75	6	-2.6793	0.99977	0.99977	1.0	20260	0	-2.6793
DAP3	6	1.9045e-06	1.3788e-05	0.003618	76	6	-1.9869	1.0	1.0	1.0	20431	0	-1.9869
NIP7	6	2.0246e-06	1.4271e-05	0.003697	77	6	-2.4384	0.99995	0.99995	1.0	20341	0	-2.4384
CCDC144A	5	2.2218e-06	8.4661e-06	0.003177	78	5	-1.9472	1.0	1.0	1.0	20430	0	-1.9472
PSTK	6	2.2822e-06	1.669e-05	0.004217	79	6	-2.0421	1.0	1.0	1.0	20429	0	-2.0421
POLR2I	6	2.327e-06	1.7174e-05	0.004235	80	6	-2.2461	0.99854	0.99852	1.0	20044	0	-2.2461
RPS15A	6	2.3345e-06	1.7174e-05	0.004235	81	6	-2.5991	1.0	1.0	1.0	20419	0	-2.5991
UBE2M	6	2.3433e-06	1.7416e-05	0.004243	82	6	-2.2938	1.0	1.0	1.0	20428	0	-2.2938
METTL17	6	2.3898e-06	1.7658e-05	0.004252	83	6	-1.8791	1.0	1.0	1.0	20427	0	-1.8791
CRCP	6	2.4271e-06	1.8142e-05	0.004317	84	6	-1.6826	0.99897	0.99896	1.0	20099	0	-1.6826
DNLZ	6	2.536e-06	1.8625e-05	0.004381	85	6	-2.0092	1.0	1.0	1.0	20426	0	-2.0092
PES1	6	2.6932e-06	1.9109e-05	0.004444	86	6	-2.1621	1.0	1.0	1.0	20425	0	-2.1621
BUD31	6	2.7054e-06	1.9593e-05	0.004506	87	5	-1.7787	0.94723	0.94722	1.0	18237	0	-1.7787
NOC4L	6	2.8301e-06	2.1044e-05	0.004785	88	6	-2.0523	0.99589	0.99595	1.0	19791	0	-2.0523
RPS19	6	2.8589e-06	2.1528e-05	0.004842	89	6	-2.3876	0.99995	0.99995	1.0	20344	0	-2.3876
KCNRG	6	2.9283e-06	2.2496e-05	0.005004	90	4	-0.67205	0.89482	0.8949	1.0	17112	0	-0.67205
RBX1	6	3.0444e-06	2.3947e-05	0.005214	91	6	-2.2137	0.99977	0.99977	1.0	20263	0	-2.2137
hsa-mir-1299	4	3.1063e-06	1.2336e-05	0.003459	92	4	-2.3542	1.0	1.0	1.0	20424	0	-2.3542
RPS25	6	3.1192e-06	2.3947e-05	0.005214	93	5	-1.7401	0.72519	0.72531	1.0	13832	0	-1.7401
UBE2I	6	3.2332e-06	2.5398e-05	0.005359	94	6	-1.9606	1.0	1.0	1.0	20423	0	-1.9606
DUX2	6	3.2656e-06	2.5398e-05	0.005359	95	6	-1.8507	0.99996	0.99997	1.0	20357	0	-1.8507
RPS11	6	3.469e-06	2.6366e-05	0.005379	96	6	-2.1841	0.99973	0.99973	1.0	20242	0	-2.1841
RSL24D1	6	3.5385e-06	2.6366e-05	0.005379	97	5	-2.4705	0.95014	0.95015	1.0	18307	0	-2.4705
LOC100507462	6	3.6498e-06	2.7333e-05	0.005379	98	4	-0.70852	0.20012	0.27113	1.0	5326	1	-0.70852
CDC20	6	3.6716e-06	2.7333e-05	0.005379	99	6	-2.317	0.99772	0.99775	1.0	19955	0	-2.317
RPL12	6	3.721e-06	2.7333e-05	0.005379	100	5	-2.1072	0.95797	0.95792	1.0	18502	0	-2.1072
RPL15	6	3.7323e-06	2.7333e-05	0.005379	101	6	-2.1768	1.0	1.0	1.0	20422	0	-2.1768
THAP1	6	4.1134e-06	2.9752e-05	0.005744	102	6	-2.2267	1.0	1.0	1.0	20421	0	-2.2267
VPS25	6	4.1859e-06	3.0236e-05	0.005783	103	6	-1.7124	1.0	1.0	1.0	20420	0	-1.7124
MAD2L1	6	4.3577e-06	3.1204e-05	0.005859	104	6	-2.0056	0.99837	0.99837	1.0	20024	0	-2.0056
hsa-mir-8078	4	4.3767e-06	1.6207e-05	0.004146	105	4	-2.265	0.97286	0.97289	1.0	18911	0	-2.265
RPL23A	6	4.6381e-06	3.3623e-05	0.006144	106	5	-2.5565	0.67286	0.67279	1.0	12871	0	-2.5565
CDIPT	6	4.6434e-06	3.3623e-05	0.006144	107	6	-2.072	0.99998	0.99998	1.0	20375	0	-2.072
GRSF1	6	4.6728e-06	3.3623e-05	0.006144	108	6	-2.2327	0.99994	0.99995	1.0	20334	0	-2.2327
MRPS16	6	4.8627e-06	3.5558e-05	0.00644	109	5	-2.2087	0.94331	0.94335	1.0	18155	0	-2.2087
U2AF1	6	5.1265e-06	3.7977e-05	0.006818	110	6	-1.9262	0.99845	0.99845	1.0	20031	0	-1.9262
SRSF6	6	5.2235e-06	3.846e-05	0.006845	111	6	-1.5997	0.99999	1.0	1.0	20418	0	-1.5997
TP53RK	6	5.5798e-06	4.0879e-05	0.007151	112	6	-1.8796	0.99993	0.99994	1.0	20327	0	-1.8796
PDRG1	6	5.6238e-06	4.1363e-05	0.007174	113	6	-1.9396	0.99999	1.0	1.0	20416	0	-1.9396
TUBG1	5	5.7868e-06	2.5398e-05	0.005359	114	5	-2.5229	0.98357	0.98362	1.0	19268	0	-2.5229
RAN	6	5.8329e-06	4.2814e-05	0.007363	115	6	-2.1067	0.9986	0.99858	1.0	20049	0	-2.1067
SLC25A26	6	5.9272e-06	4.3298e-05	0.007384	116	6	-2.0703	0.99999	0.99999	1.0	20395	0	-2.0703
POLE3	6	5.9553e-06	4.3782e-05	0.007405	117	6	-2.0002	0.99999	1.0	1.0	20415	0	-2.0002
NARS2	6	6.1194e-06	4.4991e-05	0.007547	118	5	-2.0156	0.96409	0.96409	1.0	18651	0	-2.0156
PGP	6	6.1657e-06	4.5717e-05	0.007607	119	6	-1.8653	0.99999	1.0	1.0	20414	0	-1.8653
POLR3K	6	6.2482e-06	4.6685e-05	0.007705	120	5	-1.4783	0.97782	0.97795	1.0	19070	0	-1.4783
ENO1	6	6.4793e-06	4.862e-05	0.00796	121	6	-1.7611	0.99999	1.0	1.0	20413	0	-1.7611
PPP2CA	5	6.5191e-06	2.9269e-05	0.005705	122	4	-2.4721	0.69858	0.69889	1.0	13342	0	-2.4721
hsa-mir-6727	4	7.0354e-06	2.7333e-05	0.005379	123	4	-1.7598	0.99999	0.99999	1.0	20412	0	-1.7598
LONP1	6	7.2507e-06	5.1039e-05	0.00829	124	6	-1.9708	0.99999	1.0	1.0	20411	0	-1.9708
NCAPG2	6	7.9664e-06	5.6844e-05	0.008949	125	6	-1.7598	0.997	0.99706	1.0	19893	0	-1.7598
PRPF19	6	8.0546e-06	5.7328e-05	0.008956	126	6	-1.8199	0.99766	0.9977	1.0	19952	0	-1.8199
hsa-mir-1273a	4	8.1053e-06	3.1204e-05	0.005859	127	4	-2.1819	0.99999	0.99998	1.0	20393	0	-2.1819
PGM3	6	8.1978e-06	5.7811e-05	0.008963	128	6	-1.6541	0.99999	0.99999	1.0	20410	0	-1.6541
CRKL	6	8.5477e-06	5.8779e-05	0.008998	129	6	-1.4825	0.9979	0.99792	1.0	19976	0	-1.4825
SNRNP70	6	8.7505e-06	5.9747e-05	0.008998	130	6	-2.1521	0.98986	0.98993	1.0	19520	0	-2.1521
PPP2R4	6	8.8996e-06	6.023e-05	0.008998	131	5	-2.1913	0.96644	0.96646	1.0	18720	0	-2.1913
GAPDH	6	9.0051e-06	6.023e-05	0.008998	132	6	-2.2077	0.99999	0.99999	1.0	20408	0	-2.2077
CALML4	6	9.0115e-06	6.023e-05	0.008998	133	6	-1.5684	0.99999	0.99999	1.0	20407	0	-1.5684
CSTF3	6	9.1573e-06	6.2649e-05	0.009174	134	6	-1.5837	0.99999	0.99999	1.0	20406	0	-1.5837
UFD1L	6	9.249e-06	6.3617e-05	0.009174	135	6	-2.049	0.99999	0.99999	1.0	20405	0	-2.049
SPATA31A6	6	9.2772e-06	6.3617e-05	0.009174	136	6	-0.8755	0.99454	0.99457	1.0	19706	0	-0.8755
DPM3	6	9.4565e-06	6.4101e-05	0.009174	137	6	-2.1972	0.9998	0.9998	1.0	20280	0	-2.1972
RPL32	6	9.5082e-06	6.4101e-05	0.009174	138	5	-2.1346	0.95209	0.95213	1.0	18349	0	-2.1346
SART3	6	9.6268e-06	6.5068e-05	0.009248	139	6	-1.8202	0.99999	0.99999	1.0	20404	0	-1.8202
DNAJC8	6	1.0043e-05	6.9422e-05	0.009799	140	5	-1.8875	0.81528	0.81516	1.0	15530	0	-1.8875
MFN2	6	1.0578e-05	7.3776e-05	0.010342	141	5	-1.928	0.95141	0.95146	1.0	18337	0	-1.928
PPP4R2	6	1.0875e-05	7.5711e-05	0.010396	142	6	-1.9642	0.99966	0.99965	1.0	20222	0	-1.9642
HTRA2	6	1.0902e-05	7.5711e-05	0.010396	143	5	-1.5978	0.97698	0.97711	1.0	19047	0	-1.5978
hsa-mir-1273h	4	1.1031e-05	4.0395e-05	0.007127	144	4	-2.1759	0.99999	0.99999	1.0	20403	0	-2.1759
CCT4	6	1.1142e-05	7.6195e-05	0.010396	145	6	-2.257	0.9972	0.99724	1.0	19906	0	-2.257
PGS1	6	1.1176e-05	7.6195e-05	0.010396	146	5	-1.8496	0.74403	0.74413	1.0	14164	0	-1.8496
TOMM20	6	1.1605e-05	7.8614e-05	0.010655	147	6	-1.4175	0.99998	0.99998	1.0	20378	0	-1.4175
FAM96B	6	1.1891e-05	7.9581e-05	0.010701	148	6	-1.9463	0.99998	0.99998	1.0	20379	0	-1.9463
PRIM2	6	1.2401e-05	8.2e-05	0.010701	149	5	-2.3062	0.95576	0.95576	1.0	18450	0	-2.3062
POLR1C	6	1.2542e-05	8.3452e-05	0.010701	150	5	-2.3944	0.98469	0.98482	1.0	19306	0	-2.3944
RPL24	6	1.2544e-05	8.3452e-05	0.010701	151	5	-1.4673	0.91271	0.91285	1.0	17476	0	-1.4673
SNRPD1	6	1.2667e-05	8.3935e-05	0.010701	152	6	-1.9595	0.99998	0.99999	1.0	20389	0	-1.9595
UBA52	6	1.2742e-05	8.4419e-05	0.010701	153	5	-1.8278	0.29383	0.33403	1.0	6550	1	-1.8278
hsa-mir-1273d	4	1.2857e-05	5.2006e-05	0.008381	154	4	-2.4529	0.99999	0.99998	1.0	20402	0	-2.4529
GFER	6	1.2929e-05	8.4903e-05	0.010701	155	6	-1.9578	0.99999	0.99999	1.0	20401	0	-1.9578
SRSF1	6	1.295e-05	8.4903e-05	0.010701	156	6	-1.3628	0.99106	0.99111	1.0	19560	0	-1.3628
PSMB7	6	1.3129e-05	8.5387e-05	0.010701	157	5	-2.2252	0.94135	0.94144	1.0	18115	0	-2.2252
ANAPC4	6	1.3165e-05	8.5387e-05	0.010701	158	6	-1.8435	0.99999	0.99999	1.0	20400	0	-1.8435
hsa-mir-5692c-2	4	1.3252e-05	5.2974e-05	0.00847	159	4	-2.2314	0.99999	0.99998	1.0	20399	0	-2.2314
PRPF38B	6	1.329e-05	8.6354e-05	0.010701	160	6	-1.8723	0.99999	0.99999	1.0	20398	0	-1.8723
RPS4X	6	1.3587e-05	8.7322e-05	0.010701	161	6	-2.4622	0.99852	0.9985	1.0	20040	0	-2.4622
SF1	6	1.3619e-05	8.7322e-05	0.010701	162	5	-2.4562	0.96092	0.9609	1.0	18581	0	-2.4562
CCT8	6	1.3635e-05	8.7322e-05	0.010701	163	6	-2.0205	0.99997	0.99997	1.0	20362	0	-2.0205
EIF2S3	6	1.3654e-05	8.7322e-05	0.010701	164	6	-2.3054	0.99999	0.99999	1.0	20397	0	-2.3054
NOL12	6	1.3786e-05	8.8773e-05	0.010814	165	6	-1.5203	0.99999	0.99999	1.0	20396	0	-1.5203
RPL26	6	1.4109e-05	9.1192e-05	0.011043	166	5	-2.0959	0.43965	0.44681	1.0	8689	1	-2.0959
hsa-mir-3135b	4	1.419e-05	5.5393e-05	0.008788	167	4	-2.6418	0.99829	0.99828	1.0	20012	0	-2.6418
CTDP1	6	1.4939e-05	9.4095e-05	0.011104	168	6	-1.512	0.99999	0.99999	1.0	20394	0	-1.512
HSPE1	5	1.5199e-05	6.3617e-05	0.009174	169	5	-2.2561	0.99998	0.99999	1.0	20392	0	-2.2561
MRP63	6	1.5448e-05	9.5546e-05	0.011104	170	5	-2.3989	0.97395	0.97405	1.0	18955	0	-2.3989
RPP38	6	1.5486e-05	9.5546e-05	0.011104	171	6	-1.5429	0.99998	0.99999	1.0	20391	0	-1.5429
VARS2	6	1.5543e-05	9.603e-05	0.011104	172	5	-1.6721	0.97267	0.97273	1.0	18903	0	-1.6721
KIAA0947	6	1.5633e-05	9.603e-05	0.011104	173	6	-1.6651	0.99998	0.99999	1.0	20390	0	-1.6651
PRPF4	6	1.572e-05	9.603e-05	0.011104	174	6	-1.9397	0.99998	0.99999	1.0	20388	0	-1.9397
TCEB1	6	1.5737e-05	9.603e-05	0.011104	175	6	-2.0396	0.98983	0.9899	1.0	19518	0	-2.0396
DDX42	6	1.5869e-05	9.6997e-05	0.011153	176	6	-2.2972	0.99975	0.99976	1.0	20251	0	-2.2972
EIF1AX	6	1.6456e-05	0.00010087	0.011451	177	5	-1.8604	0.90526	0.90539	1.0	17343	0	-1.8604
NELFCD	6	1.6697e-05	0.00010135	0.011451	178	6	-1.8406	0.9994	0.9994	1.0	20157	0	-1.8406
TRIM28	6	1.6796e-05	0.00010184	0.011451	179	5	-2.4478	0.58423	0.58431	1.0	11219	0	-2.4478
RPL37	6	1.7115e-05	0.00010329	0.01148	180	6	-1.9328	0.99998	0.99999	1.0	20387	0	-1.9328
H3F3A	6	1.7129e-05	0.00010329	0.01148	181	5	-1.7915	0.69925	0.69929	1.0	13354	0	-1.7915
MRPL4	6	1.7232e-05	0.00010377	0.01148	182	5	-1.2953	0.98037	0.98053	1.0	19156	0	-1.2953
NUP93	6	1.7495e-05	0.00010474	0.011525	183	6	-1.9772	0.99273	0.99279	1.0	19622	0	-1.9772
CPSF3	6	1.7847e-05	0.00010571	0.01156	184	6	-2.2758	0.99998	0.99999	1.0	20386	0	-2.2758
NPLOC4	6	1.8406e-05	0.00010812	0.01156	185	5	-1.6597	0.032289	0.072534	0.874846	1649	1	-1.6597
GINS1	6	1.847e-05	0.00010812	0.01156	186	6	-1.8538	0.99998	0.99999	1.0	20385	0	-1.8538
CENPM	6	1.8517e-05	0.00010861	0.01156	187	6	-1.9525	0.9967	0.99674	1.0	19866	0	-1.9525
NRF1	6	1.8823e-05	0.00010958	0.01156	188	6	-2.1221	0.99792	0.99794	1.0	19978	0	-2.1221
RPL39	5	1.9034e-05	8.2968e-05	0.010701	189	4	-2.1994	0.47935	0.48003	1.0	9323	0	-2.1994
ERH	6	1.9433e-05	0.00011151	0.011669	190	6	-1.9217	0.99998	0.99998	1.0	20380	0	-1.9217
DHX33	6	1.9455e-05	0.00011175	0.011669	191	6	-1.6777	0.99994	0.99994	1.0	20331	0	-1.6777
UROD	6	2.0261e-05	0.0001149	0.011936	192	6	-1.8321	0.99934	0.99934	1.0	20150	0	-1.8321
PNKP	6	2.1256e-05	0.00012215	0.012401	193	5	-2.0669	0.73281	0.73292	1.0	13961	0	-2.0669
ACTG1	6	2.131e-05	0.00012215	0.012401	194	6	-1.7679	0.99998	0.99998	1.0	20384	0	-1.7679
TPT1	6	2.1365e-05	0.00012215	0.012401	195	6	-2.2469	0.99987	0.99987	1.0	20300	0	-2.2469
THOC3	6	2.1386e-05	0.0001224	0.012401	196	5	-2.1279	0.93904	0.93913	1.0	18051	0	-2.1279
RPA2	6	2.1729e-05	0.00012361	0.012462	197	6	-1.912	0.99979	0.99978	1.0	20276	0	-1.912
ATP5J2	5	2.2174e-05	9.4578e-05	0.011104	198	5	-1.5231	0.99986	0.99987	1.0	20297	0	-1.5231
C7orf26	6	2.2177e-05	0.00012844	0.012886	199	6	-2.1974	0.99967	0.99967	1.0	20226	0	-2.1974
GNB2L1	6	2.238e-05	0.00012941	0.01292	200	6	-1.5997	0.99998	0.99998	1.0	20382	0	-1.5997
POLRMT	6	2.2629e-05	0.00013183	0.013017	201	5	-1.1245	0.95608	0.95607	1.0	18457	0	-1.1245
PREB	6	2.2865e-05	0.0001328	0.013017	202	6	-1.7229	0.99998	0.99998	1.0	20381	0	-1.7229
WDR43	6	2.3363e-05	0.00013522	0.013017	203	5	-1.9846	0.79855	0.79858	1.0	15215	0	-1.9846
HSPA14	6	2.3561e-05	0.0001357	0.013017	204	6	-1.8114	0.99754	0.99756	1.0	19943	0	-1.8114
RNASEH2B	6	2.3594e-05	0.0001357	0.013017	205	6	-2.1173	0.99998	0.99998	1.0	20377	0	-2.1173
MCM5	6	2.4233e-05	0.0001386	0.013017	206	5	-2.1742	0.89608	0.89618	1.0	17146	0	-2.1742
COX6C	6	2.4365e-05	0.00013909	0.013017	207	6	-1.8767	0.99998	0.99998	1.0	20376	0	-1.8767
HMGB1	6	2.4494e-05	0.00013909	0.013017	208	5	-1.7007	0.070292	0.12571	0.924766	2746	1	-1.7007
ALG2	6	2.4699e-05	0.00013957	0.013017	209	6	-1.8358	0.99998	0.99998	1.0	20374	0	-1.8358
hsa-mir-7975	4	2.475e-05	0.00010038	0.011451	210	4	-2.4241	0.99998	0.99998	1.0	20373	0	-2.4241
CENPW	6	2.4931e-05	0.00013957	0.013017	211	6	-1.9791	0.99998	0.99998	1.0	20372	0	-1.9791
EIF6	6	2.518e-05	0.00014054	0.013017	212	6	-1.8604	0.99997	0.99998	1.0	20371	0	-1.8604
RRP9	6	2.5242e-05	0.00014054	0.013017	213	6	-1.9936	0.99846	0.99846	1.0	20033	0	-1.9936
MTO1	6	2.5324e-05	0.00014054	0.013017	214	6	-1.5415	0.99997	0.99998	1.0	20370	0	-1.5415
SNAP23	6	2.5418e-05	0.00014054	0.013017	215	5	-2.066	0.97906	0.9792	1.0	19114	0	-2.066
POLD1	6	2.5469e-05	0.00014102	0.013017	216	6	-1.5815	0.99997	0.99998	1.0	20369	0	-1.5815
WDR6	6	2.5746e-05	0.00014247	0.013017	217	6	-1.3476	0.99997	0.99998	1.0	20368	0	-1.3476
PKMYT1	6	2.5753e-05	0.00014247	0.013017	218	6	-1.8471	0.99411	0.99415	1.0	19680	0	-1.8471
EIF3H	6	2.5784e-05	0.00014247	0.013017	219	6	-1.5586	0.99997	0.99998	1.0	20367	0	-1.5586
C22orf26	6	2.5954e-05	0.00014441	0.01302	220	3	-0.72274	0.75336	0.75347	1.0	14347	0	-0.72274
